-3.4422	7.248	-1.4927	-0.47762	4.2945	-0.1347	-1.2308	2.3581	-4.0034	2.03	-0.068116	1.9216	-1.0958	-2.0503	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-1.7962	26.292	4.9831	-5.1295	0.17066	2.9083	-6.663	4.6473	-4.6564	-0.2235	2.4677	0.35964	-0.65308	-0.56373	65.84	761.78	259.03	-186.08	-164.96	121.72	-217.29	91.567	-26.121	-90.138	101.43	-62.478	17.71	59.463
-1.2441	28.601	7.3652	-8.3142	1.1965	-0.23712	-3.0632	4.276	-3.9572	-0.96526	2.8223	1.2347	-0.34772	-0.16288	22.082	92.344	95.286	-127.39	41.033	-125.82	143.99	-14.853	27.967	-29.67	14.183	35.001	12.215	16.034
-1.0668	32.047	6.7677	-6.5487	-1.5652	-1.5394	-3.0535	6.4032	-2.2638	-2.0205	2.2952	0.52866	1.195	-0.26721	7.092	137.83	-23.899	70.622	-110.47	-52.092	0.38439	85.088	67.738	-42.208	-21.086	-28.24	61.707	-4.1731
-0.95062	35.117	5.3648	-4.1353	-3.2829	-3.4757	-2.4081	6.8043	-0.22826	-2.6043	1.4872	-0.25431	1.7178	0.62332	4.6485	122.79	-56.116	96.537	-68.707	-77.449	25.817	16.044	81.421	-23.354	-32.319	-31.319	20.915	35.621
-0.65113	33.998	5.8458	-3.1049	-3.1921	-4.9178	-2.4585	6.6112	0.89941	-2.6255	1.5664	-1.7881	2.0561	0.74848	11.979	-44.747	19.238	41.214	3.6294	-57.685	-2.0139	-7.7222	45.107	-0.84677	3.1679	-61.35	13.532	5.0062
-0.75077	34.884	4.4282	-0.64934	-4.1293	-5.1531	-2.8556	6.538	1.5335	-2.4079	1.4376	-3.397	2.4972	0.31128	-3.9856	35.421	-56.703	98.223	-37.486	-9.4126	-15.886	-2.931	25.365	8.7037	-5.1504	-64.357	17.645	-17.488
-0.74837	34.407	4.6507	-0.67513	-3.8476	-5.7108	-3.2035	7.0657	1.6085	-3.0595	1.4917	-3.1399	1.8948	1.3141	0.096108	-19.047	8.8987	-1.0315	11.266	-22.306	-13.917	21.108	2.9971	-26.065	2.1612	10.282	-24.099	40.114
-0.53306	34.469	4.5565	-0.14351	-4.5999	-5.0243	-2.8753	5.772	2.6144	-4.9651	2.3264	-3.6467	2.6903	1.5039	8.6123	2.4612	-3.7653	21.265	-30.091	27.459	13.128	-51.748	40.238	-76.222	33.392	-20.27	31.819	7.5889
-0.58473	36.035	5.0986	-1.3134	-5.3501	-2.5513	-3.2876	4.3045	2.8571	-6.1482	2.3111	-2.4467	2.4706	1.5033	-2.0665	62.629	21.683	-46.796	-30.006	98.918	-16.493	-58.696	9.7079	-47.327	-0.61495	47.997	-8.7878	-0.023964
-0.58179	37.333	6.4095	-2.9778	-5.8356	0.71408	-3.8458	1.569	3.376	-6.9164	2.6088	-1.003	2.0668	0.54452	0.11745	51.915	52.433	-66.574	-19.422	130.62	-22.326	-109.42	20.756	-30.725	11.909	57.749	-16.15	-38.35
-0.88253	30.853	9.4298	-4.7466	-7.4769	4.0715	-2.9871	0.040294	1.9372	-5.7821	1.7556	-0.41328	3.2434	-1.6523	-12.029	-259.16	120.81	-70.752	-65.653	134.3	34.348	-61.147	-57.552	45.37	-34.128	23.59	47.062	-87.874
-1.9428	5.6756	10.236	-4.5203	-7.5945	5.6585	2.6802	-0.26517	1.0203	-0.87142	-0.65206	0.23109	1.7343	-2.6743	-42.412	-1007.1	32.24	9.0509	-4.7006	63.481	226.69	-12.219	-36.677	196.43	-96.306	25.775	-60.364	-40.879
-1.6783	16.736	9.745	-4.4318	-2.5307	4.4835	-1.2298	0.021698	-0.19592	-1.3344	-2.9528	2.0395	0.0088647	-3.5689	10.583	442.41	-19.631	3.5402	202.55	-47.002	-156.4	11.475	-48.649	-18.52	-92.031	72.335	-69.016	-35.786
-0.6819	33.827	7.2018	-5.4629	-0.22501	4.9745	-3.2858	-0.98597	-1.5604	-2.9896	-0.052894	1.0087	-0.081407	-2.814	39.854	683.66	-101.73	-41.246	92.226	19.643	-82.239	-40.307	-54.581	-66.206	116	-41.23	-3.6109	30.196
-0.099283	41.012	4.3436	-4.9772	-0.24381	3.4694	-4.383	-0.33073	-2.8856	-1.7238	1.0842	-0.25013	-0.20593	-1.1384	23.305	287.38	-114.33	19.43	-0.75218	-60.207	-43.888	26.21	-53.005	50.63	45.485	-50.354	-4.9808	67.024
0.14042	45.23	3.3525	-6.1958	1.6935	0.55643	-3.0889	-1.2763	-3.1124	-0.72436	1.021	-0.13587	-0.57362	0.16195	9.5881	168.74	-39.645	-48.744	77.495	-116.52	51.763	-37.821	-9.0725	39.978	-2.5276	4.5704	-14.708	52.016
0.37453	48.191	2.2132	-5.7411	2.1599	-1.5427	-1.8802	-3.0314	-1.541	-1.0093	1.5488	-0.48637	-0.6198	1.1818	9.3646	118.43	-45.573	18.186	18.654	-83.965	48.349	-70.206	62.857	-11.397	21.111	-14.02	-1.8474	40.794
0.45899	48.799	1.8421	-5.0169	1.5612	-1.8428	-1.6811	-3.5532	-0.91759	-0.97549	2.5354	-1.243	0.23925	0.35475	3.3784	24.333	-14.841	28.971	-23.948	-12.005	7.9632	-20.874	24.935	1.3519	39.464	-30.266	34.362	-33.082
0.41179	48.801	1.5808	-4.7058	1.6175	-2.7203	-1.5975	-4.3725	0.052118	-0.53571	2.3551	-0.66466	-0.5284	0.72396	-1.8881	0.048508	-10.455	12.442	2.2537	-35.101	3.3414	-32.771	38.788	17.591	-7.2132	23.135	-30.706	14.768
0.57996	51.277	1.1465	-5.371	1.762	-3.639	-1.025	-4.9934	0.63745	-0.37209	2.7541	-0.55153	0.079626	-0.79383	6.7268	99.057	-17.37	-26.607	5.7768	-36.746	22.901	-24.835	23.413	6.5449	15.96	4.525	24.321	-60.711
